layer,code,n_pois,pct_of_total
3,116,196,5.129547238942686
3,0,137,3.5854488353834078
3,86,122,3.192881444647998
3,104,121,3.166710285265637
3,26,119,3.114367966500916
3,7,115,3.0096833289714735
3,46,108,2.8264852132949487
3,56,100,2.617115938236064
3,10,99,2.5909447788537032
3,75,94,2.4600889819419
3,58,89,2.329233185030097
3,5,87,2.2768908662653757
3,64,85,2.224548547500654
3,99,81,2.1198639099712118
3,100,79,2.06752159120649
3,103,79,2.06752159120649
3,28,78,2.04135043182413
3,49,70,1.8319811567652449
3,43,69,1.805809997382884
3,88,66,1.7272965192358023
3,69,64,1.6749542004710807
3,67,64,1.6749542004710807
3,4,58,1.5179272441769172
3,127,58,1.5179272441769172
3,101,55,1.4394137660298352
3,48,53,1.3870714472651138
3,54,53,1.3870714472651138
3,87,52,1.3609002878827532
3,38,46,1.2038733315885892
3,124,46,1.2038733315885892
3,62,46,1.2038733315885892
3,35,44,1.151531012823868
3,21,42,1.0991886940591469
3,33,42,1.0991886940591469
3,92,40,1.0468463752944255
3,14,39,1.020675215912065
3,39,39,1.020675215912065
3,63,38,0.9945040565297042
3,1,36,0.942161737764983
3,52,36,0.942161737764983
3,36,36,0.942161737764983
3,61,36,0.942161737764983
3,97,35,0.9159905783826224
3,89,32,0.8374771002355403
3,2,30,0.7851347814708192
3,121,29,0.7589636220884586
3,108,23,0.6019366657942946
3,71,23,0.6019366657942946
3,94,22,0.575765506411934
3,60,22,0.575765506411934
3,114,21,0.5495943470295734
3,79,20,0.5234231876472127
3,84,19,0.4972520282648521
3,95,19,0.4972520282648521
3,93,19,0.4972520282648521
3,110,18,0.4710808688824915
3,106,17,0.44490970950013087
3,113,17,0.44490970950013087
3,107,16,0.41873855011777017
3,83,15,0.3925673907354096
3,123,15,0.3925673907354096
3,82,14,0.36639623135304894
3,112,13,0.3402250719706883
3,42,13,0.3402250719706883
3,117,13,0.3402250719706883
3,32,12,0.31405391258832765
3,8,12,0.31405391258832765
3,73,11,0.287882753205967
3,119,11,0.287882753205967
3,98,10,0.26171159382360637
3,120,10,0.26171159382360637
3,40,10,0.26171159382360637
3,115,10,0.26171159382360637
3,22,9,0.23554043444124576
3,17,9,0.23554043444124576
3,66,9,0.23554043444124576
3,20,9,0.23554043444124576
3,34,9,0.23554043444124576
3,53,9,0.23554043444124576
3,51,8,0.20936927505888508
3,13,8,0.20936927505888508
3,55,8,0.20936927505888508
3,96,7,0.18319811567652447
3,50,7,0.18319811567652447
3,31,7,0.18319811567652447
3,111,7,0.18319811567652447
3,77,7,0.18319811567652447
3,19,7,0.18319811567652447
3,76,7,0.18319811567652447
3,47,7,0.18319811567652447
3,68,7,0.18319811567652447
3,90,6,0.15702695629416383
3,109,6,0.15702695629416383
3,57,6,0.15702695629416383
3,24,6,0.15702695629416383
3,12,6,0.15702695629416383
3,91,6,0.15702695629416383
3,125,5,0.13085579691180318
3,126,5,0.13085579691180318
3,85,4,0.10468463752944254
3,80,4,0.10468463752944254
3,78,4,0.10468463752944254
3,70,4,0.10468463752944254
3,41,4,0.10468463752944254
3,15,4,0.10468463752944254
3,3,3,0.07851347814708191
3,30,3,0.07851347814708191
3,81,3,0.07851347814708191
3,9,3,0.07851347814708191
3,74,3,0.07851347814708191
3,59,3,0.07851347814708191
3,118,3,0.07851347814708191
3,122,3,0.07851347814708191
3,29,2,0.05234231876472127
3,27,2,0.05234231876472127
3,65,2,0.05234231876472127
3,16,2,0.05234231876472127
3,18,2,0.05234231876472127
3,72,2,0.05234231876472127
3,11,1,0.026171159382360636
3,25,1,0.026171159382360636
3,45,1,0.026171159382360636
3,44,1,0.026171159382360636
3,23,1,0.026171159382360636
3,105,1,0.026171159382360636
