layer,code,n_pois,pct_of_total
1,119,70,1.8319811567652449
1,80,68,1.7796388380005235
1,43,66,1.7272965192358023
1,69,59,1.5440984035592777
1,73,58,1.5179272441769172
1,23,56,1.4655849254121958
1,86,56,1.4655849254121958
1,55,55,1.4394137660298352
1,27,55,1.4394137660298352
1,42,55,1.4394137660298352
1,30,54,1.4132426066474744
1,87,51,1.3347291285003926
1,64,51,1.3347291285003926
1,22,50,1.308557969118032
1,104,50,1.308557969118032
1,59,50,1.308557969118032
1,15,49,1.2823868097356714
1,96,48,1.2562156503533106
1,8,48,1.2562156503533106
1,32,47,1.23004449097095
1,97,47,1.23004449097095
1,21,46,1.2038733315885892
1,100,45,1.1777021722062286
1,82,44,1.151531012823868
1,65,44,1.151531012823868
1,24,43,1.1253598534415075
1,114,43,1.1253598534415075
1,31,42,1.0991886940591469
1,50,40,1.0468463752944255
1,107,40,1.0468463752944255
1,41,39,1.020675215912065
1,91,38,0.9945040565297042
1,25,38,0.9945040565297042
1,124,36,0.942161737764983
1,78,36,0.942161737764983
1,29,36,0.942161737764983
1,106,36,0.942161737764983
1,81,36,0.942161737764983
1,123,35,0.9159905783826224
1,76,35,0.9159905783826224
1,51,34,0.8898194190002617
1,1,34,0.8898194190002617
1,6,33,0.8636482596179011
1,90,33,0.8636482596179011
1,79,33,0.8636482596179011
1,40,33,0.8636482596179011
1,54,33,0.8636482596179011
1,58,32,0.8374771002355403
1,121,32,0.8374771002355403
1,83,31,0.8113059408531798
1,11,31,0.8113059408531798
1,110,30,0.7851347814708192
1,16,29,0.7589636220884586
1,125,29,0.7589636220884586
1,126,29,0.7589636220884586
1,4,28,0.7327924627060979
1,120,28,0.7327924627060979
1,46,28,0.7327924627060979
1,57,27,0.7066213033237372
1,68,27,0.7066213033237372
1,113,27,0.7066213033237372
1,98,26,0.6804501439413766
1,105,26,0.6804501439413766
1,118,25,0.654278984559016
1,117,25,0.654278984559016
1,3,25,0.654278984559016
1,10,25,0.654278984559016
1,99,25,0.654278984559016
1,9,24,0.6281078251766553
1,35,24,0.6281078251766553
1,112,24,0.6281078251766553
1,12,24,0.6281078251766553
1,36,24,0.6281078251766553
1,89,23,0.6019366657942946
1,56,23,0.6019366657942946
1,63,23,0.6019366657942946
1,66,23,0.6019366657942946
1,2,23,0.6019366657942946
1,37,23,0.6019366657942946
1,44,22,0.575765506411934
1,74,22,0.575765506411934
1,13,22,0.575765506411934
1,67,22,0.575765506411934
1,5,22,0.575765506411934
1,0,22,0.575765506411934
1,34,21,0.5495943470295734
1,60,21,0.5495943470295734
1,52,21,0.5495943470295734
1,18,21,0.5495943470295734
1,122,21,0.5495943470295734
1,88,21,0.5495943470295734
1,62,21,0.5495943470295734
1,26,20,0.5234231876472127
1,77,20,0.5234231876472127
1,85,20,0.5234231876472127
1,111,20,0.5234231876472127
1,20,19,0.4972520282648521
1,92,19,0.4972520282648521
1,84,19,0.4972520282648521
1,39,19,0.4972520282648521
1,75,19,0.4972520282648521
1,49,19,0.4972520282648521
1,108,17,0.44490970950013087
1,61,17,0.44490970950013087
1,127,17,0.44490970950013087
1,115,17,0.44490970950013087
1,7,17,0.44490970950013087
1,72,16,0.41873855011777017
1,95,16,0.41873855011777017
1,14,16,0.41873855011777017
1,19,16,0.41873855011777017
1,101,16,0.41873855011777017
1,38,15,0.3925673907354096
1,17,15,0.3925673907354096
1,116,15,0.3925673907354096
1,28,15,0.3925673907354096
1,71,15,0.3925673907354096
1,93,14,0.36639623135304894
1,70,14,0.36639623135304894
1,45,14,0.36639623135304894
1,109,13,0.3402250719706883
1,47,13,0.3402250719706883
1,48,13,0.3402250719706883
1,102,12,0.31405391258832765
1,53,12,0.31405391258832765
1,33,12,0.31405391258832765
1,103,10,0.26171159382360637
1,94,10,0.26171159382360637
