layer,code,n_pois,pct_of_total
1,102,437,1.622243670651125
1,32,434,1.6111069864132452
1,77,356,1.3215531962283762
1,97,355,1.317840968149083
1,99,353,1.3104165119904967
1,47,337,1.2510208627218058
1,125,334,1.239884178483926
1,69,333,1.236171950404633
1,39,331,1.2287474942460466
1,88,326,1.2101863538495805
1,84,325,1.2064741257702873
1,78,314,1.1656396168980623
1,62,309,1.1470784765015962
1,101,306,1.1359417922637167
1,73,306,1.1359417922637167
1,82,304,1.1285173361051302
1,66,297,1.102531739550078
1,103,294,1.0913950553121985
1,30,289,1.0728339149157324
1,116,283,1.0505605464399734
1,22,281,1.0431360902813869
1,124,278,1.0319994060435072
1,36,278,1.0319994060435072
1,44,277,1.0282871779642142
1,110,275,1.0208627218056276
1,57,274,1.0171504937263345
1,29,270,1.0023015814091618
1,45,270,1.0023015814091618
1,63,268,0.9948771252505755
1,104,267,0.9911648971712822
1,71,266,0.987452669091989
1,80,265,0.9837404410126958
1,52,263,0.9763159848541094
1,55,260,0.9651793006162299
1,1,254,0.9429059321404707
1,15,248,0.9206325636647115
1,98,248,0.9206325636647115
1,122,248,0.9206325636647115
1,67,244,0.9057836513475389
1,106,243,0.9020714232682456
1,33,242,0.8983591951889525
1,0,239,0.8872225109510727
1,53,239,0.8872225109510727
1,61,239,0.8872225109510727
1,117,238,0.8835102828717797
1,126,238,0.8835102828717797
1,26,235,0.8723735986339
1,107,235,0.8723735986339
1,5,234,0.8686613705546069
1,119,231,0.8575246863167274
1,25,231,0.8575246863167274
1,79,229,0.850100230158141
1,59,228,0.8463880020788477
1,19,222,0.8241146336030885
1,41,222,0.8241146336030885
1,7,222,0.8241146336030885
1,74,219,0.812977949365209
1,100,219,0.812977949365209
1,109,219,0.812977949365209
1,4,217,0.8055534932066226
1,120,211,0.7832801247308634
1,86,209,0.7758556685722771
1,14,206,0.7647189843343974
1,64,204,0.7572945281758111
1,108,203,0.7535823000965179
1,38,203,0.7535823000965179
1,6,200,0.7424456158586384
1,90,200,0.7424456158586384
1,12,198,0.735021159700052
1,65,197,0.7313089316207588
1,18,196,0.7275967035414656
1,115,196,0.7275967035414656
1,40,191,0.7090355631449996
1,96,189,0.7016111069864132
1,76,189,0.7016111069864132
1,56,186,0.6904744227485337
1,49,186,0.6904744227485337
1,46,185,0.6867621946692405
1,92,183,0.6793377385106542
1,35,182,0.6756255104313609
1,112,182,0.6756255104313609
1,31,181,0.6719132823520677
1,28,179,0.6644888261934813
1,10,179,0.6644888261934813
1,11,178,0.6607765981141881
1,50,178,0.6607765981141881
1,34,172,0.638503229638429
1,48,169,0.6273665454005494
1,24,168,0.6236543173212562
1,87,165,0.6125176330833766
1,75,165,0.6125176330833766
1,51,163,0.6050931769247903
1,123,163,0.6050931769247903
1,83,162,0.6013809488454971
1,95,161,0.5976687207662039
1,54,157,0.5828198084490311
1,93,154,0.5716831242111515
1,72,153,0.5679708961318584
1,89,149,0.5531219838146856
1,94,147,0.5456975276560992
1,43,144,0.5345608434182196
1,105,141,0.52342415918034
1,60,140,0.5197119311010469
1,111,135,0.5011507907045809
1,17,135,0.5011507907045809
1,91,133,0.4937263345459945
1,118,132,0.49001410646670135
1,21,131,0.4863018783874081
1,127,130,0.48258965030811496
1,113,129,0.47887742222882174
1,121,127,0.47145296607023535
1,9,126,0.4677407379909421
1,8,125,0.46402850991164896
1,68,122,0.45289182567376945
1,85,122,0.45289182567376945
1,81,120,0.445467369515183
1,70,118,0.4380429133565966
1,16,114,0.42319400103942384
1,2,111,0.4120573168015442
1,42,109,0.40463286064295795
1,13,107,0.39720840448437156
1,37,101,0.37493503600861233
1,58,96,0.3563738956121464
1,3,95,0.3526616675328532
1,27,91,0.33781275521568044
1,20,83,0.30811493058133493
1,23,78,0.28955379018486893
1,114,6,0.02227336847575915
