layer,code,n_pois,pct_of_total
3,15,314,3.3923941227312016
3,3,311,3.359982713915298
3,53,308,3.327571305099395
3,25,283,3.057476231633535
3,26,281,3.035868625756266
3,20,268,2.895419187554019
3,44,265,2.863007778738116
3,45,264,2.8522039757994815
3,11,258,2.787381158167675
3,16,255,2.7549697493517717
3,8,252,2.7225583405358686
3,0,225,2.43085566119274
3,47,215,2.3228176318063958
3,62,209,2.2579948141745896
3,38,204,2.2039757994814178
3,2,201,2.171564390665514
3,59,200,2.16076058772688
3,27,196,2.1175453759723424
3,5,194,2.0959377700950736
3,41,177,1.9122731201382885
3,24,167,1.8042350907519447
3,13,167,1.8042350907519447
3,56,166,1.79343128781331
3,14,164,1.7718236819360416
3,60,163,1.761019878997407
3,1,157,1.6961970613656008
3,43,155,1.674589455488332
3,21,153,1.652981849611063
3,17,148,1.598962834917891
3,7,146,1.5773552290406223
3,34,142,1.5341400172860846
3,39,136,1.4693171996542784
3,19,131,1.4152981849611062
3,50,130,1.4044943820224718
3,46,126,1.3612791702679343
3,35,124,1.3396715643906656
3,42,118,1.274848746758859
3,36,114,1.2316335350043217
3,6,113,1.2208297320656871
3,57,110,1.188418323249784
3,58,108,1.166810717372515
3,28,108,1.166810717372515
3,22,105,1.1343993085566118
3,33,103,1.1127917026793432
3,10,101,1.0911840968020743
3,29,100,1.08038029386344
3,18,100,1.08038029386344
3,4,94,1.0155574762316335
3,30,84,0.9075194468452896
3,54,79,0.8535004321521175
3,37,78,0.8426966292134831
3,9,75,0.8102852203975799
3,49,64,0.6914433880726015
3,51,61,0.6590319792566983
3,32,60,0.648228176318064
3,61,55,0.594209161624892
3,63,46,0.49697493517718233
3,52,46,0.49697493517718233
3,12,29,0.31331028522039756
3,23,22,0.23768366464995677
3,55,16,0.17286084701815038
3,31,9,0.09723422644770958
3,48,2,0.021607605877268798
3,40,1,0.010803802938634399
