layer,code,n_pois,pct_of_total
1,66,219,1.8700367176159167
1,11,213,1.818802834941508
1,110,202,1.7248740500384254
1,78,193,1.6480232260268124
1,68,186,1.588250362906669
1,74,180,1.5370164802322603
1,91,177,1.5113995388950558
1,1,172,1.468704636666382
1,9,170,1.4516266757749126
1,81,169,1.4430876953291778
1,121,164,1.4003927931005038
1,26,160,1.3662368713175645
1,76,155,1.3235419690888908
1,106,154,1.315002988643156
1,124,150,1.280847066860217
1,14,149,1.272308086414482
1,77,146,1.2466911450772777
1,70,146,1.2466911450772777
1,20,144,1.2296131841858082
1,117,140,1.1954572624028692
1,93,140,1.1954572624028692
1,87,139,1.1869182819571344
1,57,139,1.1869182819571344
1,127,139,1.1869182819571344
1,98,139,1.1869182819571344
1,23,137,1.1698403210656647
1,37,134,1.1442233797284604
1,58,133,1.1356843992827257
1,102,132,1.127145418836991
1,125,129,1.1015284774997864
1,44,129,1.1015284774997864
1,8,128,1.0929894970540517
1,54,126,1.0759115361625822
1,118,120,1.0246776534881734
1,79,119,1.0161386730424387
1,17,117,0.9990607121509691
1,85,116,0.9905217317052344
1,42,113,0.96490479036803
1,75,111,0.9478268294765606
1,40,110,0.9392878490308257
1,36,109,0.930748868585091
1,83,105,0.8965929468021518
1,47,104,0.8880539663564171
1,27,104,0.8880539663564171
1,61,102,0.8709760054649475
1,51,102,0.8709760054649475
1,13,100,0.8538980445734778
1,67,98,0.8368200836820083
1,86,98,0.8368200836820083
1,39,97,0.8282811032362735
1,35,97,0.8282811032362735
1,25,96,0.8197421227905389
1,71,94,0.8026641618990693
1,43,94,0.8026641618990693
1,109,93,0.7941251814533345
1,90,93,0.7941251814533345
1,53,92,0.7855862010075997
1,24,92,0.7855862010075997
1,28,91,0.7770472205618649
1,123,90,0.7685082401161302
1,34,90,0.7685082401161302
1,6,90,0.7685082401161302
1,101,89,0.7599692596703953
1,22,88,0.7514302792246605
1,94,87,0.7428912987789258
1,5,86,0.734352318333191
1,10,85,0.7258133378874563
1,126,84,0.7172743574417215
1,95,84,0.7172743574417215
1,29,82,0.7001963965502519
1,0,81,0.6916574161045171
1,15,81,0.6916574161045171
1,115,80,0.6831184356587823
1,46,80,0.6831184356587823
1,108,80,0.6831184356587823
1,122,80,0.6831184356587823
1,33,80,0.6831184356587823
1,56,80,0.6831184356587823
1,50,78,0.6660404747673129
1,72,77,0.657501494321578
1,45,74,0.6318845529843736
1,69,72,0.6148065920929041
1,73,71,0.6062676116471692
1,105,71,0.6062676116471692
1,49,71,0.6062676116471692
1,38,70,0.5977286312014346
1,119,70,0.5977286312014346
1,30,70,0.5977286312014346
1,32,69,0.5891896507556998
1,103,69,0.5891896507556998
1,52,67,0.5721116898642302
1,100,65,0.5550337289727606
1,55,62,0.5294167876355563
1,16,60,0.5123388267440867
1,116,59,0.503799846298352
1,2,59,0.503799846298352
1,64,58,0.4952608658526172
1,18,57,0.4867218854068824
1,96,53,0.4525659636239433
1,88,49,0.41841004184100417
1,48,48,0.40987106139526946
1,3,48,0.40987106139526946
1,84,47,0.40133208094953465
1,111,45,0.3842541200580651
1,82,44,0.3757151396123303
1,92,44,0.3757151396123303
1,114,42,0.35863717872086076
1,31,41,0.35009819827512595
1,99,41,0.35009819827512595
1,80,39,0.33302023738365644
1,41,35,0.2988643156007173
1,62,35,0.2988643156007173
1,107,34,0.2903253351549825
1,4,28,0.23909145248057379
1,60,27,0.23055247203483906
1,97,27,0.23055247203483906
1,12,26,0.22201349158910427
1,120,25,0.21347451114336946
1,113,25,0.21347451114336946
1,112,24,0.20493553069763473
1,19,24,0.20493553069763473
1,89,23,0.19639655025189992
1,21,23,0.19639655025189992
1,59,20,0.17077960891469557
1,7,15,0.12808470668602168
1,65,15,0.12808470668602168
1,63,12,0.10246776534881737
1,104,6,0.05123388267440868
