Semantic_ID,Aspect,n_pois,Top1_name,Top1,Top2_name,Top2,Top3_name,Top3,Top4_name,Top4,Top5_name,Top5,Others
0,Category,88,Restaurants,48.9,Food,33.0,Specialty Food,4.5,Hotels,3.4,Health & Medical,2.3,8.0
0,Region,88,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1,Category,93,Shopping,58.1,Beauty & Spas,17.2,Fitness & Instruction,6.5,Food,5.4,Specialty Food,2.2,10.8
1,Region,93,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
2,Category,38,Health & Medical,57.9,Beauty & Spas,10.5,Shopping,7.9,Food,5.3,Recreation Centers,2.6,15.8
2,Region,38,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
3,Category,31,Hotels & Travel,54.8,Health & Medical,9.7,Arts & Entertainment,6.5,Beauty & Spas,6.5,Active Life,3.2,19.4
3,Region,31,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
4,Category,54,Shopping,63.0,Beauty & Spas,20.4,Food,11.1,Specialty Food,1.9,Bars,1.9,1.9
4,Region,54,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
5,Category,79,Restaurants,54.4,Food,15.2,Shopping,13.9,Beauty & Spas,7.6,Health & Medical,1.3,7.6
5,Region,79,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
6,Category,46,Health & Medical,58.7,Fitness & Instruction,10.9,Hotels & Travel,8.7,Shopping,8.7,Barre Classes,6.5,6.5
6,Region,46,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
7,Category,25,Health & Medical,32.0,Fitness & Instruction,16.0,Hotels & Travel,12.0,Beauty & Spas,12.0,Restaurants,8.0,20.0
7,Region,25,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
8,Category,82,Restaurants,45.1,Food,40.2,Specialty Food,6.1,Shopping,3.7,Food Trucks,3.7,1.2
8,Region,82,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
9,Category,60,Restaurants,55.0,Food,16.7,Shopping,10.0,Beauty & Spas,6.7,Specialty Food,3.3,8.3
9,Region,60,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
10,Category,47,Restaurants,51.1,Food,44.7,Food Trucks,2.1,Ethnic Food,2.1,,0.0,0.0
10,Region,47,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
11,Category,64,Restaurants,51.6,Shopping,10.9,Beauty & Spas,10.9,Food,9.4,Arts & Entertainment,7.8,9.4
11,Region,64,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
12,Category,35,Beauty & Spas,77.1,Barbers,17.1,Health & Medical,2.9,Shopping,2.9,,0.0,0.0
12,Region,35,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
