layer,code,n_pois,pct_of_total
2,58,223,5.836168542266423
2,110,127,3.323737241559801
2,29,95,2.486260141324261
2,108,93,2.4339178225595393
2,100,91,2.381575503794818
2,84,78,2.04135043182413
2,85,77,2.015179272441769
2,34,74,1.9366657942946872
2,102,71,1.8581523161476055
2,39,69,1.805809997382884
2,67,68,1.7796388380005235
2,125,66,1.7272965192358023
2,72,64,1.6749542004710807
2,40,64,1.6749542004710807
2,18,60,1.5702695629416383
2,83,59,1.5440984035592777
2,120,59,1.5440984035592777
2,66,57,1.4917560847945563
2,57,56,1.4655849254121958
2,35,55,1.4394137660298352
2,65,54,1.4132426066474744
2,27,53,1.3870714472651138
2,51,53,1.3870714472651138
2,1,51,1.3347291285003926
2,71,50,1.308557969118032
2,47,49,1.2823868097356714
2,33,48,1.2562156503533106
2,92,47,1.23004449097095
2,48,46,1.2038733315885892
2,96,46,1.2038733315885892
2,60,45,1.1777021722062286
2,64,44,1.151531012823868
2,10,43,1.1253598534415075
2,63,41,1.0730175346767863
2,104,41,1.0730175346767863
2,37,41,1.0730175346767863
2,6,40,1.0468463752944255
2,87,40,1.0468463752944255
2,109,40,1.0468463752944255
2,56,38,0.9945040565297042
2,28,37,0.9683328971473436
2,89,36,0.942161737764983
2,54,33,0.8636482596179011
2,13,32,0.8374771002355403
2,62,32,0.8374771002355403
2,45,32,0.8374771002355403
2,123,31,0.8113059408531798
2,116,30,0.7851347814708192
2,3,30,0.7851347814708192
2,50,29,0.7589636220884586
2,23,28,0.7327924627060979
2,38,28,0.7327924627060979
2,111,27,0.7066213033237372
2,115,27,0.7066213033237372
2,105,27,0.7066213033237372
2,15,25,0.654278984559016
2,95,25,0.654278984559016
2,44,24,0.6281078251766553
2,101,23,0.6019366657942946
2,78,23,0.6019366657942946
2,106,21,0.5495943470295734
2,22,21,0.5495943470295734
2,117,21,0.5495943470295734
2,55,20,0.5234231876472127
2,119,20,0.5234231876472127
2,42,20,0.5234231876472127
2,107,20,0.5234231876472127
2,75,19,0.4972520282648521
2,30,19,0.4972520282648521
2,9,19,0.4972520282648521
2,61,19,0.4972520282648521
2,97,18,0.4710808688824915
2,31,18,0.4710808688824915
2,41,17,0.44490970950013087
2,76,17,0.44490970950013087
2,49,17,0.44490970950013087
2,4,17,0.44490970950013087
2,93,17,0.44490970950013087
2,19,17,0.44490970950013087
2,99,16,0.41873855011777017
2,25,15,0.3925673907354096
2,82,15,0.3925673907354096
2,73,15,0.3925673907354096
2,121,14,0.36639623135304894
2,86,14,0.36639623135304894
2,74,14,0.36639623135304894
2,20,14,0.36639623135304894
2,5,13,0.3402250719706883
2,122,13,0.3402250719706883
2,79,13,0.3402250719706883
2,24,12,0.31405391258832765
2,94,11,0.287882753205967
2,118,11,0.287882753205967
2,32,11,0.287882753205967
2,2,10,0.26171159382360637
2,88,10,0.26171159382360637
2,52,10,0.26171159382360637
2,21,9,0.23554043444124576
2,7,9,0.23554043444124576
2,11,9,0.23554043444124576
2,91,9,0.23554043444124576
2,90,9,0.23554043444124576
2,46,8,0.20936927505888508
2,69,7,0.18319811567652447
2,114,7,0.18319811567652447
2,17,7,0.18319811567652447
2,26,7,0.18319811567652447
2,8,6,0.15702695629416383
2,12,6,0.15702695629416383
2,53,5,0.13085579691180318
2,80,4,0.10468463752944254
2,14,4,0.10468463752944254
2,77,4,0.10468463752944254
2,70,4,0.10468463752944254
2,126,3,0.07851347814708191
2,112,3,0.07851347814708191
2,113,3,0.07851347814708191
2,124,2,0.05234231876472127
2,98,2,0.05234231876472127
2,127,2,0.05234231876472127
2,16,2,0.05234231876472127
2,43,2,0.05234231876472127
2,0,1,0.026171159382360636
2,103,1,0.026171159382360636
2,68,1,0.026171159382360636
2,81,1,0.026171159382360636
2,36,1,0.026171159382360636
