Semantic_ID,Aspect,n_pois,Top1_name,Top1,Top2_name,Top2,Top3_name,Top3,Top4_name,Top4,Top5_name,Top5,Others
1-15,Category,3,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-15,Region,3,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-24,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-24,Region,1,Goleta,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-27,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-27,Region,1,Carpinteria,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-29,Category,5,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-29,Region,5,Santa Barbara,60.0,Goleta,20.0,Montecito,20.0,,0.0,,0.0,0.0
1-31,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-31,Region,1,Summerland,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-34,Category,4,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-34,Region,4,Santa Barbara,75.0,Isla Vista,25.0,,0.0,,0.0,,0.0,0.0
1-44,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-44,Region,1,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-48,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-48,Region,2,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-49,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-49,Region,1,Goleta,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-51,Category,7,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-51,Region,7,Santa Barbara,71.4,Goleta,28.6,,0.0,,0.0,,0.0,0.0
1-58,Category,8,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-58,Region,8,Santa Barbara,50.0,Goleta,12.5,Summerland,12.5,Carpinteria,12.5,Montecito,12.5,0.0
1-64,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-64,Region,1,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-84,Category,3,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-84,Region,3,Santa Barbara,66.7,Goleta,33.3,,0.0,,0.0,,0.0,0.0
1-87,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-87,Region,1,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-108,Category,4,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-108,Region,4,Carpinteria,50.0,Goleta,25.0,Santa Barbara,25.0,,0.0,,0.0,0.0
1-112,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-112,Region,2,Santa Barbara,50.0,Goleta,50.0,,0.0,,0.0,,0.0,0.0
1-119,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-119,Region,1,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-120,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
1-120,Region,1,Santa Barbara,100.0,,0.0,,0.0,,0.0,,0.0,0.0
