layer,code,n_pois,pct_of_total
2,117,201,2.171564390665514
2,51,192,2.0743301642178045
2,48,187,2.0203111495246326
2,38,178,1.9230769230769231
2,56,169,1.8258426966292134
2,111,167,1.8042350907519447
2,105,165,1.782627484874676
2,50,160,1.728608470181504
2,115,159,1.7178046672428695
2,21,154,1.6637856525496975
2,8,148,1.598962834917891
2,100,144,1.5557476231633534
2,40,137,1.4801210025929128
2,44,126,1.3612791702679343
2,102,121,1.3072601555747623
2,89,116,1.2532411408815902
2,114,116,1.2532411408815902
2,121,115,1.242437337942956
2,96,115,1.242437337942956
2,78,110,1.188418323249784
2,26,109,1.1776145203111494
2,82,105,1.1343993085566118
2,123,104,1.1235955056179776
2,37,104,1.1235955056179776
2,79,102,1.1019878997407089
2,53,102,1.1019878997407089
2,103,102,1.1019878997407089
2,28,100,1.08038029386344
2,43,99,1.0695764909248056
2,55,97,1.0479688850475368
2,31,96,1.0371650821089022
2,83,96,1.0371650821089022
2,13,95,1.0263612791702679
2,7,93,1.0047536732929991
2,35,92,0.9939498703543647
2,65,92,0.9939498703543647
2,10,91,0.9831460674157303
2,41,90,0.9723422644770959
2,88,90,0.9723422644770959
2,98,89,0.9615384615384616
2,62,85,0.918323249783924
2,24,84,0.9075194468452896
2,101,83,0.896715643906655
2,16,80,0.864304235090752
2,1,80,0.864304235090752
2,95,80,0.864304235090752
2,106,80,0.864304235090752
2,30,80,0.864304235090752
2,67,79,0.8535004321521175
2,66,79,0.8535004321521175
2,36,79,0.8535004321521175
2,33,75,0.8102852203975799
2,49,72,0.7778738115816767
2,52,72,0.7778738115816767
2,23,72,0.7778738115816767
2,57,71,0.7670700086430423
2,91,69,0.7454624027657736
2,27,68,0.7346585998271392
2,76,67,0.7238547968885047
2,119,65,0.7022471910112359
2,75,65,0.7022471910112359
2,4,64,0.6914433880726015
2,81,63,0.6806395851339672
2,69,62,0.6698357821953328
2,104,62,0.6698357821953328
2,86,61,0.6590319792566983
2,3,60,0.648228176318064
2,92,59,0.6374243733794295
2,94,59,0.6374243733794295
2,15,59,0.6374243733794295
2,125,59,0.6374243733794295
2,93,58,0.6266205704407951
2,112,57,0.6158167675021609
2,107,57,0.6158167675021609
2,74,57,0.6158167675021609
2,109,57,0.6158167675021609
2,85,55,0.594209161624892
2,97,55,0.594209161624892
2,58,54,0.5834053586862575
2,72,54,0.5834053586862575
2,77,54,0.5834053586862575
2,87,54,0.5834053586862575
2,34,53,0.5726015557476232
2,61,53,0.5726015557476232
2,80,52,0.5617977528089888
2,99,52,0.5617977528089888
2,17,50,0.54019014693172
2,12,50,0.54019014693172
2,63,50,0.54019014693172
2,113,49,0.5293863439930856
2,126,49,0.5293863439930856
2,118,47,0.5077787381158168
2,116,47,0.5077787381158168
2,6,47,0.5077787381158168
2,32,47,0.5077787381158168
2,47,45,0.48617113223854796
2,29,42,0.4537597234226448
2,108,41,0.4429559204840104
2,25,40,0.432152117545376
2,70,39,0.42134831460674155
2,64,39,0.42134831460674155
2,120,38,0.4105445116681072
2,127,38,0.4105445116681072
2,54,33,0.3565254969749352
2,22,32,0.34572169403630076
2,14,32,0.34572169403630076
2,84,32,0.34572169403630076
2,110,31,0.3349178910976664
2,46,30,0.324114088159032
2,2,29,0.31331028522039756
2,45,29,0.31331028522039756
2,124,28,0.3025064822817632
2,59,27,0.29170267934312877
2,122,26,0.2808988764044944
2,18,26,0.2808988764044944
2,5,25,0.27009507346586
2,9,23,0.24848746758859117
2,73,22,0.23768366464995677
2,20,21,0.2268798617113224
2,60,19,0.2052722558340536
2,90,18,0.19446845289541917
2,68,14,0.1512532411408816
2,0,13,0.1404494382022472
2,19,13,0.1404494382022472
2,42,12,0.12964563526361278
2,71,7,0.0756266205704408
2,39,7,0.0756266205704408
2,11,6,0.06482281763180639
